area,district,latitude,longitude,money,orientation,plot,street,subway,time,typ
90㎡,朝阳,39.903546,116.46461,12000,朝北,整租,双井,"距离10号线-双井496m距离7号线-广渠门外1032m距离1号线,10号线-国贸1149m",2019-02-28,2室1厅1卫
72㎡,朝阳,39.923796,116.462122,17500,朝东,整租,东大桥,"距离10号线-金台夕照399m距离6号线-东大桥569m距离6号线,10号线-呼家楼732m距离1号线,10号线-国贸1099m",2019-03-10,1室0厅1卫
160㎡,朝阳,39.917578,116.486595,21500,朝南 北,整租,红庙,,2019-02-23,3室1厅2卫
131㎡,朝阳,39.919387,116.499234,13500,朝西南,整租,四惠,"距离1号线,八通线-四惠582m",2019-02-28,3室1厅2卫
103㎡,朝阳,39.918042,116.508558,9500,朝西南,整租,十里堡,"距离1号线,八通线-四惠821m",2019-03-21,2室1厅1卫
46㎡,朝阳,39.948291,116.478815,6300,朝南,朝阳公园西里北区,农展馆,距离14号线东段-枣营294m,2019-03-21,1室1厅1卫
66㎡,朝阳,40.007017,116.463907,8000,朝东 西,整租,望京,"距离13号线,15号线-望京西1017m",2019-03-16,2室1厅1卫
122㎡,朝阳,39.906125,116.504156,11000,朝南,整租,百子湾,距离7号线-百子湾815m,2019-03-20,2室1厅1卫
216㎡,朝阳,39.926332,116.529205,23000,朝南 西 北,天鹅湾南区,朝青,距离6号线-青年路613m,2019-03-09,4室2厅3卫
78㎡,朝阳,39.991082,116.48617,8800,朝西南,蓝色家族,望京,距离14号线东段-望京南278m距离14号线东段-阜通870m,2019-03-16,2室1厅1卫
118㎡,朝阳,39.904803,116.469718,14000,朝东,世桥国贸,双井,"距离10号线-双井792m距离1号线,10号线-国贸1046m",2019-03-16,2室1厅1卫
43㎡,朝阳,39.879667,116.460032,5000,朝南,整租,潘家园,"距离10号线-潘家园442m距离10号线,14号线东段-十里河842m",2019-03-11,1室1厅1卫
152㎡,朝阳,39.999478,116.476687,18000,朝西南 东北,里外里公寓,望京,"距离14号线东段-阜通274m距离15号线,14号线东段-望京529m",2019-03-09,3室1厅2卫
69㎡,朝阳,39.912103,116.482498,11500,朝东北,SOHO现代城,CBD,"距离14号线东段,1号线-大望路27m距离1号线,10号线-国贸1107m",2019-03-03,1室1厅1卫
81㎡,朝阳,39.910537,116.449778,16000,朝东,整租,建国门外,"距离1号线-永安里914m距离1号线,2号线-建国门1026m",2019-03-12,2室2厅2卫
39㎡,朝阳,39.891382,116.469439,6500,朝南,整租,劲松,距离10号线-劲松136m距离10号线-潘家园1048m距离10号线-双井1057m,2019-03-02,1室0厅1卫
115㎡,朝阳,40.002381,116.473756,12000,朝南,整租,望京,"距离15号线,14号线东段-望京251m距离14号线东段-阜通577m",2019-03-02,2室1厅2卫
90㎡,朝阳,40.010659,116.418802,9500,朝东,整租,亚运村,"距离15号线-安立路304m距离5号线,15号线-大屯路东653m",2019-03-03,1室1厅1卫
57㎡,朝阳,39.972611,116.451506,7600,朝南 北,西坝河东里,西坝河,"距离10号线-太阳宫666m距离机场线,10号线-三元桥1112m",2019-03-03,2室1厅1卫
51㎡,朝阳,40.040731,116.429289,5600,朝南,整租,北苑,距离5号线-北苑路北795m,2019-03-03,1室0厅1卫
61㎡,朝阳,39.918015,116.478008,13000,朝东,整租,CBD,"距离14号线东段,1号线-大望路662m距离1号线,10号线-国贸890m距离10号线-金台夕照1073m",2019-03-02,1室1厅1卫
110㎡,朝阳,39.953258,116.473155,23000,朝东 西,整租,农展馆,距离10号线-亮马桥533m距离14号线东段-枣营877m距离10号线-农业展览馆1142m,2019-03-02,2室2厅2卫
112㎡,朝阳,39.953258,116.473155,23000,朝东 西,三全公寓,农展馆,距离10号线-亮马桥533m距离14号线东段-枣营877m距离10号线-农业展览馆1142m,2019-03-02,2室1厅1卫
40㎡,朝阳,39.949468,116.47517,6000,朝南,整租,农展馆,距离14号线东段-枣营524m距离10号线-农业展览馆808m距离10号线-亮马桥1033m,2019-03-03,1室1厅1卫
96㎡,朝阳,39.976982,116.447131,11000,朝西北,整租,太阳宫,"距离10号线-太阳宫858m距离13号线,10号线-芍药居1077m距离13号线-光熙门1122m",2019-03-02,2室1厅1卫
85㎡,朝阳,39.998592,116.441704,14000,朝东北,整租,亚运村小营,"距离13号线,15号线-望京西1010m",2019-03-02,2室1厅1卫
84㎡,朝阳,39.912338,116.449979,13000,朝东,整租,建国门外,"距离1号线-永安里661m距离1号线,2号线-建国门706m",2019-03-16,1室1厅1卫
94㎡,朝阳,39.901436,116.51152,8500,朝南 北,整租,百子湾,距离7号线-百子湾586m距离7号线-化工902m,2019-03-02,2室1厅2卫
46㎡,朝阳,39.903711,116.484696,6200,朝西,整租,大望路,"距离7号线,14号线东段-九龙山476m距离7号线-大郊亭816m距离14号线东段,1号线-大望路1156m",2019-03-02,1室0厅1卫
136㎡,朝阳,39.920571,116.501182,17000,朝南 北,整租,四惠,"距离1号线,八通线-四惠930m",2019-03-01,2室1厅2卫
142㎡,朝阳,39.873063,116.476792,16000,朝南 北,山水文园一期,华威桥,"距离10号线,14号线东段-十里河914m",2019-03-01,3室1厅2卫
158㎡,朝阳,39.938418,116.460502,26000,朝东 南,三里屯SOHO,三里屯,距离10号线-团结湖734m距离6号线-东大桥941m,2019-03-03,2室2厅2卫
115㎡,朝阳,40.052378,116.446282,12500,朝南 北,中国铁建国际城,北苑,距离13号线-北苑764m,2019-03-07,3室1厅2卫
58㎡,朝阳,39.870881,116.52008,4800,朝南 北,垡头西里,垡头,距离7号线-垡头14m距离7号线-欢乐谷景区1095m,2019-03-01,2室1厅1卫
98㎡,朝阳,39.977923,116.450729,14500,朝南,整租,太阳宫,"距离10号线-太阳宫184m距离13号线,10号线-芍药居826m",2019-03-01,2室1厅1卫
72㎡,朝阳,39.897805,116.465611,7500,朝南 西北,整租,劲松,距离10号线-双井302m距离7号线-广渠门外759m距离10号线-劲松957m,2019-03-01,2室1厅1卫
72㎡,朝阳,39.92974,116.59503,6300,朝东 西,整租,常营,距离6号线-黄渠690m距离6号线-常营807m,2019-03-01,1室1厅1卫
138㎡,朝阳,39.912103,116.482498,20000,朝东,高楼层，视野好，带装修，随时看房,CBD,"距离14号线东段,1号线-大望路27m距离1号线,10号线-国贸1107m",2019-03-20,3室1厅1卫
88㎡,朝阳,39.894955,116.477508,11000,朝南,整租,双井,"距离7号线,14号线东段-九龙山1031m距离10号线-双井1064m距离14号线东段-平乐园1143m距离10号线-劲松1189m",2019-03-04,2室1厅1卫
97㎡,朝阳,39.901899,116.459652,15000,朝东北,整租,双井,距离7号线-广渠门外118m距离10号线-双井492m,2019-03-08,3室1厅1卫
39㎡,朝阳,39.951025,116.459552,7500,朝南,整租,三里屯,距离10号线-亮马桥883m,2019-03-02,1室0厅1卫
59㎡,朝阳,39.916424,116.478715,13000,朝北,整租,CBD,"距离14号线东段,1号线-大望路292m距离1号线,10号线-国贸605m距离10号线-金台夕照1179m",2019-03-12,1室1厅1卫
219㎡,朝阳,39.97146,116.490525,28000,朝南 北,整租,酒仙桥,距离14号线东段-将台478m距离14号线东段-东风北桥825m,2019-03-14,3室1厅2卫
63㎡,朝阳,40.030479,116.420993,6500,朝东,景龙国际,奥林匹克公园,距离5号线-北苑路北895m,2019-03-08,1室1厅1卫
75㎡,朝阳,40.008959,116.468477,7500,朝南 北,南湖中园一区,望京,"距离15号线,14号线东段-望京1029m距离14号线东段-东湖渠1062m",2019-03-07,2室1厅1卫
52㎡,朝阳,40.054941,116.4388,7800,朝东南,整租,北苑,距离13号线-北苑495m,2019-03-15,2室1厅2卫
129㎡,朝阳,39.927428,116.521988,12500,朝南 北,整租,朝青,距离6号线-青年路192m距离6号线-十里堡791m,2019-03-08,3室1厅2卫
194㎡,朝阳,39.97146,116.490525,30000,朝南 北,整租,酒仙桥,距离14号线东段-将台478m距离14号线东段-东风北桥825m,2019-03-08,3室2厅3卫
101㎡,朝阳,39.918598,116.608145,5800,朝南 北,整租,常营,距离八通线-管庄533m,2019-03-08,2室2厅1卫
87㎡,朝阳,39.921656,116.466562,15500,朝北,北京财富中心,东大桥,"距离10号线-金台夕照33m距离6号线,10号线-呼家楼694m距离1号线,10号线-国贸810m距离6号线-东大桥1031m",2019-03-08,1室1厅1卫
136㎡,朝阳,40.0031,116.493676,18000,朝南 北,整租,望京,距离15号线-望京东805m,2019-03-07,3室1厅2卫
55㎡,朝阳,39.973905,116.456795,8800,朝西北,整租,三元桥,距离10号线-太阳宫434m,2019-03-11,1室0厅1卫
75㎡,朝阳,40.012787,116.414708,7500,朝北,整租,亚运村,距离15号线-安立路540m,2019-03-07,1室1厅1卫
128㎡,朝阳,39.917578,116.486595,18000,朝南 北,华贸国际公寓,红庙,,2019-03-18,2室1厅2卫
99㎡,朝阳,40.017522,116.472175,9000,朝西,利泽西园,望京,距离14号线东段-东湖渠156m距离14号线东段-来广营748m,2019-03-07,2室1厅1卫
59㎡,朝阳,39.879667,116.460032,6200,朝北,整租,潘家园,"距离10号线-潘家园442m距离10号线,14号线东段-十里河842m",2019-03-16,2室1厅1卫
105㎡,朝阳,39.900942,116.480923,12000,朝南 北,整租,大望路,"距离7号线,14号线东段-九龙山340m距离10号线-双井981m",2019-03-16,2室1厅2卫
184㎡,朝阳,39.912103,116.482498,32000,朝南,SOHO现代城,CBD,"距离14号线东段,1号线-大望路27m距离1号线,10号线-国贸1107m",2019-03-06,3室2厅2卫
90㎡,朝阳,40.011663,116.46603,15500,朝东 南,整租,望京,距离14号线东段-东湖渠675m,2019-03-17,2室1厅1卫
60㎡,朝阳,39.915593,116.517937,6000,朝西,整租,四惠,"距离1号线,八通线-四惠东818m距离1号线,八通线-四惠1175m",2019-03-07,1室1厅1卫
139㎡,朝阳,39.911052,116.464936,18000,朝西北,建外SOHO,CBD,"距离1号线,10号线-国贸177m距离1号线-永安里319m距离10号线-金台夕照1178m",2019-03-06,2室1厅2卫
176㎡,朝阳,39.99173,116.424684,21000,朝南 北,整租,惠新西街,"距离5号线-惠新西街北口245m距离5号线,10号线-惠新西街南口966m",2019-03-06,2室1厅2卫
77㎡,朝阳,39.933587,116.472698,7800,朝南 北,团结湖北里,团结湖,"距离10号线-团结湖739m距离6号线,10号线-呼家楼797m",2019-03-06,2室1厅1卫
125㎡,朝阳,40.009808,116.414693,12000,朝南 北,整租,亚运村,"距离15号线-安立路155m距离5号线,15号线-大屯路东928m",2019-03-12,2室2厅2卫
63㎡,朝阳,39.900032,116.461125,7000,朝北,整租,双井,距离10号线-双井350m距离7号线-广渠门外399m,2019-03-06,2室1厅1卫
60㎡,朝阳,39.903804,116.476447,8200,朝北,整租,双井,"距离10号线-双井817m距离7号线,14号线东段-九龙山980m",2019-03-06,1室1厅1卫
131㎡,朝阳,40.03926,116.422621,10500,朝西,整租,奥林匹克公园,距离5号线-北苑路北295m距离5号线-立水桥南476m,2019-03-05,2室2厅2卫
101㎡,朝阳,39.901436,116.51152,11000,朝南 北,整租,百子湾,距离7号线-百子湾586m距离7号线-化工902m,2019-03-14,3室1厅1卫
42㎡,朝阳,39.904937,116.49954,8300,朝北,整租,百子湾,距离7号线-大郊亭959m距离7号线-百子湾1139m,2019-03-06,1室1厅1卫
65㎡,朝阳,39.906184,116.505503,7700,朝西北,金都杭城-江南渔米之乡-CBD后花园,百子湾,距离7号线-百子湾758m,2019-03-06,1室1厅1卫
59㎡,朝阳,39.970551,116.442298,7000,朝南,整租,西坝河,"距离13号线-光熙门328m距离13号线-柳芳962m距离13号线,10号线-芍药居1110m",2019-03-07,2室1厅1卫
90㎡,朝阳,39.906014,116.606394,5800,朝南,远洋一方花语苑,双桥,距离八通线-管庄1013m,2019-03-05,2室1厅1卫
148㎡,朝阳,40.055139,116.44233,15000,朝南 北,整租,北苑,距离13号线-北苑645m,2019-03-04,3室2厅2卫
87㎡,朝阳,39.901899,116.459652,15000,朝西北,整租,双井,距离7号线-广渠门外118m距离10号线-双井492m,2019-03-04,2室1厅1卫
138㎡,朝阳,40.003156,116.491708,18000,朝南 北,整租,望京,距离15号线-望京东620m,2019-03-07,3室2厅2卫
87㎡,朝阳,39.903546,116.46461,13000,朝西北,整租,双井,"距离10号线-双井496m距离7号线-广渠门外1032m距离1号线,10号线-国贸1149m",2019-03-09,2室1厅2卫
59㎡,朝阳,39.89199,116.46143,6000,朝南 北,整租,劲松,距离10号线-劲松476m距离7号线-广渠门外1120m,2019-03-04,2室1厅1卫
48㎡,朝阳,39.874867,116.481385,4900,朝南,南新园,华威桥,距离14号线东段-北工大西门724m,2019-03-05,1室1厅1卫
66㎡,朝阳,39.928033,116.529466,12000,朝西,整租,朝青,距离6号线-青年路453m,2019-03-04,2室1厅2卫
64㎡,朝阳,39.921425,116.530553,6400,朝东北,整租,高碑店,"距离八通线-高碑店505m距离1号线,八通线-四惠东977m距离6号线-青年路1109m",2019-03-04,1室1厅1卫
40㎡,朝阳,39.976908,116.495031,5900,朝北,整租,酒仙桥,距离14号线东段-将台209m,2019-03-04,1室0厅1卫
62㎡,朝阳,39.944529,116.480024,8500,朝东 北,整租,农展馆,距离14号线东段-枣营621m距离14号线东段-朝阳公园1101m,2019-03-06,1室1厅1卫
52㎡,朝阳,39.964131,116.446047,5500,朝南,整租,国展,距离13号线-柳芳730m,2019-03-03,1室1厅1卫
227㎡,朝阳,39.999245,116.45968,22000,朝南 西 北,整租,望京,"距离13号线,15号线-望京西475m",2019-03-03,4室2厅3卫
45㎡,朝阳,39.911975,116.450853,8000,朝北,整租,建国门外,"距离1号线-永安里541m距离1号线,2号线-建国门831m",2019-03-04,1室1厅1卫
60㎡,朝阳,39.903804,116.476447,8500,朝北,整租,双井,"距离10号线-双井817m距离7号线,14号线东段-九龙山980m",2019-03-04,1室1厅1卫
86㎡,朝阳,39.91891,116.501166,8100,朝北,整租,四惠,"距离1号线,八通线-四惠565m",2019-03-04,1室1厅1卫
41㎡,朝阳,39.936277,116.513009,5200,朝北,整租,石佛营,距离6号线-十里堡1010m,2019-03-03,1室0厅1卫
122㎡,朝阳,40.040731,116.429289,10000,朝南 北,新街坊,北苑,距离5号线-北苑路北795m,2019-03-03,3室1厅2卫
73㎡,朝阳,39.989832,116.420136,8800,朝南 北,整租,惠新西街,"距离5号线-惠新西街北口730m距离10号线-安贞门827m距离5号线,10号线-惠新西街南口996m",2019-03-03,3室1厅1卫
56㎡,朝阳,39.884582,116.463742,6200,朝南 北,整租,潘家园,距离10号线-潘家园191m距离10号线-劲松464m,2019-03-03,2室1厅1卫
91㎡,朝阳,39.884041,116.48072,8800,朝南 北,整租,北工大,距离14号线东段-北工大西门310m距离14号线东段-平乐园780m距离10号线-潘家园1181m,2019-03-15,3室2厅1卫
229㎡,朝阳,39.901166,116.463708,35000,朝南 北,整租,双井,距离10号线-双井428m距离7号线-广渠门外756m,2019-03-03,3室2厅3卫
105㎡,朝阳,39.903712,116.454043,10200,朝东南 西,整租,双井,距离7号线-广渠门外651m,2019-03-03,3室1厅1卫
49㎡,朝阳,39.973402,116.402242,5800,朝东 西,整租,安贞,距离8号线-安华桥123m距离8号线-安德里北街797m,2019-03-03,1室1厅1卫
58㎡,朝阳,39.873921,116.51803,5300,朝南,垡头北里,垡头,距离7号线-垡头926m距离7号线-欢乐谷景区993m,2019-03-15,2室1厅1卫
142㎡,朝阳,39.934384,116.446747,17500,朝南 北,整租,朝阳门外,"距离2号线,6号线-朝阳门528m距离2号线-东四十条823m",2019-03-15,3室2厅2卫
61㎡,朝阳,39.989129,116.390213,7500,朝西南,整租,健翔桥,"距离8号线-奥体中心706m距离8号线,10号线-北土城935m距离10号线-健德门956m",2019-03-15,2室1厅1卫
151㎡,朝阳,39.921656,116.466562,24000,朝东南,国贸财富公寓二居室,东大桥,"距离10号线-金台夕照33m距离6号线,10号线-呼家楼694m距离1号线,10号线-国贸810m距离6号线-东大桥1031m",2019-03-03,2室1厅2卫
43㎡,朝阳,39.999631,116.416117,5700,朝南,整租,亚运村,距离15号线-安立路964m距离5号线-惠新西街北口1027m,2019-03-03,1室1厅1卫
143㎡,朝阳,39.921656,116.466562,25000,朝西 北,整租,东大桥,"距离10号线-金台夕照33m距离6号线,10号线-呼家楼694m距离1号线,10号线-国贸810m距离6号线-东大桥1031m",2019-03-03,3室1厅2卫
70㎡,朝阳,39.901436,116.51152,7000,朝东 西,整租,百子湾,距离7号线-百子湾586m距离7号线-化工902m,2019-03-03,1室1厅1卫
109㎡,朝阳,39.902193,116.479137,14500,朝南,整租,双井,"距离7号线,14号线东段-九龙山619m距离10号线-双井918m",2019-03-15,2室1厅1卫
113㎡,朝阳,40.008653,116.433219,9000,朝南 北,整租,亚运村小营,"距离15号线-关庄327m距离5号线,15号线-大屯路东1008m",2019-03-15,2室2厅1卫
61㎡,朝阳,39.978491,116.404579,5500,朝东 西,整租,安贞,"距离8号线-安华桥6m距离8号线,10号线-北土城330m距离10号线-安贞门555m",2019-03-15,2室1厅1卫
69㎡,朝阳,39.893046,116.452221,6100,朝东 西,整租,劲松,距离7号线-广渠门外717m,2019-03-15,2室1厅1卫
73㎡,朝阳,40.002156,116.47773,7500,朝南,整租,望京,"距离15号线,14号线东段-望京189m距离14号线东段-阜通402m",2019-03-16,1室1厅1卫
110㎡,朝阳,39.875691,116.47638,10000,朝东南,美景东方,华威桥,"距离10号线,14号线东段-十里河895m距离14号线东段-北工大西门955m距离10号线-潘家园1056m",2019-03-15,2室1厅1卫
94㎡,朝阳,39.905367,116.493655,10200,朝南,整租,大望路,,2019-03-21,2室1厅1卫
133㎡,朝阳,39.882586,116.501958,9800,朝东南,整租,欢乐谷,距离7号线-南楼梓庄530m距离7号线-欢乐谷景区1148m,2019-03-15,3室1厅2卫
46㎡,朝阳,39.8764,116.457526,4800,朝南,整租,潘家园,"距离10号线,14号线东段-十里河264m距离10号线-潘家园675m距离14号线东段-方庄1164m",2019-03-15,1室0厅1卫
82㎡,朝阳,40.054941,116.4388,7600,朝东南,整租,北苑,距离13号线-北苑495m,2019-03-15,2室1厅1卫
87㎡,朝阳,39.928033,116.529466,10500,朝西北,天鹅湾北区,朝青,距离6号线-青年路453m,2019-03-15,2室1厅1卫
63㎡,朝阳,39.923796,116.462122,16000,朝北,整租,东大桥,"距离10号线-金台夕照399m距离6号线-东大桥569m距离6号线,10号线-呼家楼732m距离1号线,10号线-国贸1099m",2019-03-14,1室0厅1卫
60㎡,朝阳,39.903144,116.472165,7000,朝南,整租,双井,距离10号线-双井852m,2019-03-14,2室1厅1卫
36㎡,朝阳,39.928321,116.466392,6000,朝南,关东店北街,东大桥,"距离6号线,10号线-呼家楼6m距离6号线-东大桥217m距离10号线-金台夕照649m距离10号线-团结湖1113m",2019-03-15,1室1厅1卫
61㎡,朝阳,39.978491,116.404579,7300,朝南 北,整租,安贞,"距离8号线-安华桥6m距离8号线,10号线-北土城330m距离10号线-安贞门555m",2019-03-15,2室1厅1卫
111㎡,朝阳,39.933208,116.523317,9000,朝西南,润枫水尚,朝青,距离6号线-青年路422m,2019-03-14,2室1厅2卫
98㎡,朝阳,39.939299,116.489739,12500,朝东南,丽水嘉园,朝阳公园,"距离14号线东段-朝阳公园296m距离6号线,14号线东段-金台路1133m",2019-03-14,2室1厅1卫
119㎡,朝阳,40.001247,116.436169,9500,朝南 西 北,整租,亚运村小营,距离15号线-关庄732m,2019-03-14,3室1厅2卫
56㎡,朝阳,39.901436,116.51152,6200,朝南,整租,百子湾,距离7号线-百子湾586m距离7号线-化工902m,2019-03-14,1室0厅1卫
50㎡,朝阳,39.90602,116.487301,6500,朝北,整租,大望路,"距离7号线-大郊亭970m距离7号线,14号线东段-九龙山1032m",2019-03-19,1室1厅1卫
41㎡,朝阳,39.936277,116.513009,5300,朝北,整租,石佛营,距离6号线-十里堡1010m,2019-03-14,1室0厅1卫
58㎡,朝阳,39.936277,116.513009,6100,朝东,炫特嘉园二期,石佛营,距离6号线-十里堡1010m,2019-03-14,1室1厅1卫
57㎡,朝阳,39.930342,116.483539,8500,朝东,整租,甜水园,"距离6号线,14号线东段-金台路109m距离14号线东段-朝阳公园717m",2019-03-14,1室0厅2卫
43㎡,朝阳,39.983814,116.427511,6200,朝南,整租,惠新西街,"距离5号线,10号线-惠新西街南口339m",2019-03-14,1室1厅1卫
41㎡,朝阳,40.003413,116.409266,5400,朝西南,慧忠里,亚运村,"距离15号线-安立路126m距离8号线,15号线-奥林匹克公园887m距离5号线,15号线-大屯路东1136m",2019-03-14,1室1厅1卫
41㎡,朝阳,39.936277,116.513009,5200,朝北,炫特嘉园二期,石佛营,距离6号线-十里堡1010m,2019-03-18,1室0厅1卫
56㎡,朝阳,40.031546,116.419162,7000,朝东南,上元君庭,奥林匹克公园,距离5号线-北苑路北697m,2019-03-13,1室1厅1卫
94㎡,朝阳,39.901678,116.465491,13000,朝西南 北,整租,双井,距离10号线-双井22m距离7号线-广渠门外793m距离10号线-劲松1119m,2019-03-13,2室1厅1卫
85㎡,朝阳,40.01952,116.475489,9500,朝西,博雅国际,望京,距离14号线东段-东湖渠490m距离14号线东段-来广营761m,2019-03-18,1室1厅1卫
58㎡,朝阳,39.922547,116.490847,7000,朝南 北,整租,红庙,"距离6号线,14号线东段-金台路750m距离14号线东段,1号线-大望路1058m",2019-03-18,2室1厅1卫
153㎡,朝阳,39.901899,116.459652,24500,朝南 北,整租,双井,距离7号线-广渠门外118m距离10号线-双井492m,2019-03-18,3室2厅2卫
135㎡,朝阳,39.920701,116.532922,10500,朝西南,整租,高碑店,距离八通线-高碑店729m,2019-03-18,3室2厅2卫
133㎡,朝阳,39.882586,116.501958,8800,朝西南,整租,欢乐谷,距离7号线-南楼梓庄530m距离7号线-欢乐谷景区1148m,2019-03-18,3室1厅2卫
69㎡,朝阳,39.891991,116.482586,6300,朝南 北,整租,大望路,"距离14号线东段-平乐园393m距离7号线,14号线东段-九龙山882m",2019-03-17,2室1厅1卫
124㎡,朝阳,39.939321,116.486825,22000,朝南,棕榈泉国际公寓,朝阳公园,"距离14号线东段-朝阳公园197m距离6号线,14号线东段-金台路752m",2019-03-18,1室1厅2卫
61㎡,朝阳,39.88768,116.472064,6000,朝南 北,整租,劲松,距离10号线-劲松160m距离10号线-潘家园585m距离14号线东段-平乐园940m,2019-03-18,2室1厅1卫
113㎡,朝阳,40.010659,116.418802,11000,朝西北,整租,亚运村,"距离15号线-安立路304m距离5号线,15号线-大屯路东653m",2019-03-17,2室1厅1卫
60㎡,朝阳,39.953739,116.477581,7000,朝西南,整租,农展馆,距离14号线东段-枣营177m距离10号线-亮马桥717m距离10号线-农业展览馆1111m,2019-03-18,2室1厅1卫
74㎡,朝阳,39.920106,116.613419,6200,朝南,整租,常营,距离八通线-管庄1049m,2019-03-17,1室2厅1卫
77㎡,朝阳,39.8764,116.457526,6600,朝西,整租,潘家园,"距离10号线,14号线东段-十里河264m距离10号线-潘家园675m距离14号线东段-方庄1164m",2019-03-17,2室1厅1卫
162㎡,朝阳,39.937451,116.600168,9500,朝南 北,整租,常营,距离6号线-常营714m,2019-03-17,2室1厅2卫
81㎡,朝阳,39.896532,116.451993,8500,朝东南 西南,广渠门外南街,广渠门,距离7号线-广渠门外451m距离7号线-广渠门内1176m,2019-03-17,3室1厅1卫
50㎡,朝阳,39.888742,116.476467,5300,朝南,整租,劲松,距离14号线东段-平乐园524m距离10号线-劲松558m距离14号线东段-北工大西门1058m距离10号线-潘家园1164m,2019-03-17,1室1厅1卫
88㎡,东城,39.971896,116.422869,9000,朝西,和平街西苑,和平里,距离5号线-和平西桥171m距离5号线-和平里北街639m,2019-03-17,2室1厅1卫
163㎡,朝阳,39.901678,116.465491,26800,朝南,整租,双井,距离10号线-双井22m距离7号线-广渠门外793m距离10号线-劲松1119m,2019-03-17,4室2厅2卫
72㎡,朝阳,39.901899,116.459652,12000,朝北,整租,双井,距离7号线-广渠门外118m距离10号线-双井492m,2019-03-17,1室1厅1卫
103㎡,朝阳,39.920223,116.50891,9500,朝东南,整租,十里堡,"距离1号线,八通线-四惠974m",2019-03-17,2室1厅1卫
86㎡,朝阳,39.895767,116.476004,10200,朝南 北,首城国际B区低层南北通透两居，目前是办公用房,双井,"距离10号线-双井773m距离7号线,14号线东段-九龙山879m距离10号线-劲松1145m",2019-03-17,2室1厅1卫
269㎡,朝阳,39.956931,116.475458,42000,朝东 南,整租,燕莎,距离10号线-亮马桥499m距离14号线东段-枣营1124m,2019-03-17,3室1厅3卫
55㎡,朝阳,40.054941,116.4388,5700,朝南,整租,北苑,距离13号线-北苑495m,2019-03-17,1室0厅1卫
101㎡,朝阳,39.944529,116.480024,13000,朝北,整租,农展馆,距离14号线东段-枣营621m距离14号线东段-朝阳公园1101m,2019-03-17,2室1厅1卫
69㎡,朝阳,39.904464,116.511545,6800,朝南 北,整租,百子湾,距离7号线-百子湾479m距离7号线-化工795m,2019-03-17,1室1厅1卫
65㎡,朝阳,40.01952,116.475489,8200,朝东南,整租,望京,距离14号线东段-东湖渠490m距离14号线东段-来广营761m,2019-03-16,1室0厅1卫
55㎡,朝阳,39.981146,116.42257,7300,朝南 北,胜古北里，精装两居室，元大都公园,惠新西街,"距离5号线,10号线-惠新西街南口283m距离5号线-和平西桥603m距离10号线-安贞门648m",2019-03-16,2室1厅1卫
124㎡,朝阳,39.895879,116.486709,14000,朝西南,整租,大望路,"距离7号线,14号线东段-九龙山300m距离14号线东段-平乐园474m距离7号线-大郊亭737m",2019-03-17,2室1厅2卫
67㎡,朝阳,39.964914,116.44931,8500,朝东北,MASTER领域,国展,距离13号线-柳芳1023m,2019-03-16,1室1厅1卫
125㎡,朝阳,39.918019,116.505098,14000,朝南 北,整租,四惠,"距离1号线,八通线-四惠599m",2019-03-16,3室1厅2卫
148㎡,朝阳,39.914057,116.566325,11000,朝南 西南,整租,双桥,距离八通线-传媒大学415m距离八通线-双桥1196m,2019-03-16,3室2厅2卫
36㎡,朝阳,39.965662,116.453206,5500,朝南,整租,国展,"距离机场线,10号线-三元桥947m",2019-03-17,1室1厅1卫
84㎡,朝阳,40.008585,116.421876,8400,朝东 南,整租,亚运村,"距离5号线,15号线-大屯路东254m距离15号线-安立路384m",2019-03-17,2室1厅1卫
159㎡,朝阳,39.984467,116.448075,27000,朝南 北,整租,太阳宫,"距离13号线,10号线-芍药居415m距离10号线-太阳宫788m",2019-03-16,3室2厅2卫
144㎡,朝阳,39.923869,116.491429,16000,朝南 北,整租,红庙,"距离6号线,14号线东段-金台路807m",2019-03-16,3室1厅2卫
86㎡,朝阳,39.895767,116.476004,8000,朝西南,整租,双井,"距离10号线-双井773m距离7号线,14号线东段-九龙山879m距离10号线-劲松1145m",2019-03-16,2室1厅1卫
83㎡,朝阳,40.018459,116.467478,8600,朝西南,整租,望京,距离14号线东段-东湖渠561m距离14号线东段-来广营1099m,2019-03-16,2室1厅1卫
50㎡,朝阳,39.935136,116.478669,6300,朝南,整租,团结湖,"距离14号线东段-朝阳公园586m距离6号线,14号线东段-金台路1125m距离10号线-团结湖1153m",2019-03-16,2室1厅1卫
102㎡,朝阳,39.927015,116.510719,11000,朝南,整租,十里堡,距离6号线-十里堡351m,2019-03-16,2室1厅1卫
199㎡,朝阳,39.911052,116.464936,31000,朝南 北,建外SOHO,CBD,"距离1号线,10号线-国贸177m距离1号线-永安里319m距离10号线-金台夕照1178m",2019-03-20,3室1厅2卫
37㎡,朝阳,39.893412,116.483602,5300,朝北,CBD传奇,大望路,"距离14号线东段-平乐园393m距离7号线,14号线东段-九龙山800m",2019-03-16,1室0厅1卫
46㎡,朝阳,40.004014,116.417902,6500,朝南 北,整租,亚运村,"距离15号线-安立路692m距离5号线,15号线-大屯路东1042m",2019-03-16,1室1厅1卫
